name,link,image,description,reference,price_tunisianet,availability_tunisianet,price_mytek,availability_mytek
PC Portable ASUS E210MA Intel Celeron N4020 4Go 128 Go eMMC- Noir,https://www.mytek.tn/pc-portable-asus-e210ma-intel-celeron-n4020-4go-128-go-emmc-noir-e210ma-gj338t.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/2/e210ma-gj338t-20_1.jpg,"Écran 11.6"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core )- Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel HD Graphics avec Wi-Fi, Bluetooth, USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A, USB 2.0 Type-A, HDMI 1.4 - Clavier Chiclet - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E210MA-GJ338T,,,"479,000 DT",En stock
PC Portable ASUS Chromebook C204 N4020 4Go 32 Go eMMC - Gris Foncé,https://www.mytek.tn/pc-portable-asus-chromebook-c204-n4020-4go-32-go-emmc-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/c/2/c204ma-gj0203-10.jpg,"Écran 11.6"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Chrome OS - Mémoire RAM: 4 Go LPDDR4 - Disque Dur: 32 G o eMMC - Carte Graphique: Intel UHD 600 Graphics avec Wi-Fi, Bluetooth, 3x USB 3.2 Gen 1 Type-A, 3x USB 3.2 Gen 1 Type-C, 1 x combo audio jack de 3,5 mm et lecteur de cartes Micro SD - Clavier Chiclet - Couleur: Gris foncé - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article Ce n’est pas un ordinateur portable habituelle : généralement il sera utilisé comme un deuxième ordinateur. Ci-dessous un lien expliquant la différence avec les laptops standard :
https://www.coolblue.be/fr/conseils/chromebook-ou-ordinateur-portable.html",C204MA-GJ0203,,,"535,000 DT",Epuisé
PC Portable LENOVO V15 ADA AMD 3020E 4Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-v15-ada-amd-3020e-4go-1to-hdd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/2/82c7007yfe_2.jpg,"Écran 15.6"" HD - Processeur: AMD 3020e ( 1.2 GHz up to 2.6 GHz Turbo max , L2: 1Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-2400 - Disque dur: 1To HDD - Carte graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1 port USB 2.0, 2x USB 3.1 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte - Couleur: Gris fer - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",82C7007YFE,,,"575,000 DT",En stock
PC Portable LENOVO V15 ADA AMD 3020E 4Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-v15-ada-amd-3020e-4go-1to-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-82c7007yfe.jpg,"Écran 15.6"" HD - Processeur: AMD 3020e ( 1.2 GHz up to 2.6 GHz Turbo max , L2: 1Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-2400 - Disque dur: 1To HDD - Carte graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB 2.0, 2x USB 3.1 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte - Couleur: Gris fer - Garantie: 1 an + Sacoche Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-82C7007YFE,,,"589,000 DT",En stock
PC Portable ASUS E410MA Intel Celeron N4020 4Go 128 Go eMMC- Blanc,https://www.mytek.tn/pc-portable-asus-e410ma-intel-celeron-n4020-4go-128-go-emmc-blanc-e410ma-bv1181w.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/4/e410ma-bv1181w-4.jpg,"Écran 14"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel UHD Graphics 600 avec Wi-Fi, Bluetooth,1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1x HDMI 1.4, 1x prise audio combo 3,5 mm et lecteur de cartes - Clavier Chiclet - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E410MA-BV1181W,,,"599,000 DT",En stock
PC Portable ASUS E410MA Intel Celeron N4020 4Go 128 Go eMMC- Noir,https://www.mytek.tn/pc-portable-asus-e410ma-intel-celeron-n4020-4go-128-go-emmc-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/4/e410ma-bv1183w-22.jpg,"Écran 14"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth,1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1x HDMI 1.4, 1x prise audio combo 3,5 mm et lecteur de cartes - Clavier Chiclet - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E410MA-BV1183W,,,"599,000 DT",En stock
PC Portable ASUS E410KA Intel Celeron N4500 4Go 128 Go eMMC - Blanc,https://www.mytek.tn/pc-portable-asus-e410ka-intel-celeron-n4500-4go-128-go-emmc-blanc.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/4/e410ka-bv283w.jpg,"Écran 14"" HD - Processeur: Intel Celeron Intel N4500 (1.10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth,1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1x HDMI 1.4, 1x prise audio combo 3,5 mm - Clavier Chiclet - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E410KA-BV283W,,,"599,000 DT",En arrivage
PC Portable ASUS E410KA Intel Celeron N4500 4Go 128 Go eMMC - Bleu,https://www.mytek.tn/pc-portable-asus-e410ka-intel-celeron-n4500-4go-128-go-emmc-bleu.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/4/e410ka-bv258w.jpg,"Écran 14"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core )- Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel HD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1x HDMI 1.4, 1x prise audio combo 3,5 mm - Clavier Chiclet - Couleur: Bleu - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E410KA-BV258W,,,"599,000 DT",En arrivage
PC Portable ASUS Vivobook E410MA Intel Celeron N4020 4Go 128 Go eMMC - Bleu Foncé,https://www.mytek.tn/pc-portable-asus-vivobook-e410ma-intel-celeron-n4020-4go-128-emmc-e410ma-bv1182w.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/4/e410ma-bv1182w-21.jpg,"Écran 14"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core )- Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel HD Graphics avec Wi-Fi, Bluetooth, USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A, USB 2.0 Type-A, HDMI 1.4 - Clavier Chiclet Avec NumPad - Couleur: Bleu Foncé - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E410MA-BV1182W,,,"599,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 4Go 1To - Noir,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-noir-81wq00gyfg-2y.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81wq00gyfg-2y-10_1.jpg,"Écran 15.6"" HD - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz , 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 4 Go DDR4-2400 - Disque Dur: 1To HDD - Carte Graphique: Intel HD Graphics avec Wi-Fi, Bluetooth,1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Noir - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",81WQ00GYFG-2Y,,,"599,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 4G 1To - Bleu,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15igl05-n4020-4g-1to.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-81wq00gsfg-60.jpg,"Écran 15.6"" HD - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz , 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-2400 - Disque Dur: 1To HDD - Carte Graphique: Intel UHD 600 Graphics avec Wi-Fi, Bluetooth,1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 1 an + Sac à Dos & Souris Sans Fil Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-81WQ00GSFG,,,"599,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 4Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81wq005wfe.jpg,"Écran 15.6"" Full HD - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz Turbo max , 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-2400 - Disque Dur: 1To HDD - Carte Graphique: Intel UHD 600 Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",81WQ005WFE,,,"619,000 DT",Epuisé
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 4Go 1To - Noir,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81wq008efe.jpg,"Écran 15.6"" Full HD - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz , 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4-2400 - Disque Dur: 1To HDD - Carte Graphique: Intel UHD 600 Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",81WQ008EFE,,,"619,000 DT",Epuisé
PC Portable LENOVO V15 ADA AMD 3020E 8Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-v15-ada-amd-3020e-8go-1to-hdd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/2/82c7007yfe-8g.jpg,"Écran 15.6"" HD - Processeur: AMD 3020e ( 1.2 GHz up to 2.6 GHz Turbo max , L2: 1Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque dur: 1To HDD - Carte graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB 2.0, 2x USB 3.1 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte - Couleur: Gris fer - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",82C7007YFE-8G,,,"625,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 8Go 256Go SSD - Bleu,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15igl05-n4020-8g-256go-ssd-bleu.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-81wq00n1fg-30.jpg,"Écran 15.6"" Full HD - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz , 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque Dur: 256Go SSD - Carte Graphique: Intel UHD 600 Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 1 an + Sac À Dos Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-81WQ00N1FG,,,"629,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 8Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15igl05-n4020-8g-256go-ssd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-81wq00mwfg-30.jpg,"Écran 15.6"" Full HD - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz Turbo max , 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque Dur: 256Go SSD - Carte Graphique: Intel UHD 600 Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Noir - Garantie: 1 an + Sac À Dos Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-81WQ00MWFG,,,"629,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 8Go 256Go SSD - Gris,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15igl05-n4020-8g-256go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-81wq00n0fg-32.jpg,"Écran 15.6"" Full HD - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz Turbo max , 4Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque Dur: 256Go SSD - Carte Graphique: Intel UHD 600 Graphics avec Wi-Fi, Bluetooth,1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Gris - Garantie: 1 an + Sac À Dos Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-81WQ00N0FG,,,"629,000 DT",En stock
PC Portable LENOVO V15 ADA AMD 3020E 8Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-v15-ada-amd-3020e-8go-1to-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-82c7007yfe-8g.jpg,"Écran 15.6"" HD - Processeur: AMD 3020e ( 1.2 GHz up to 2.6 GHz Turbo max , L2: 1Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque dur: 1To HDD - Carte graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB 2.0, 2x USB 3.1 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte - Couleur: Gris fer - Garantie: 1 an + Sacoche Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-82C7007YFE-8G,,,"639,000 DT",En stock
Pc Portable HP 15s-eq1003nk AMD 3020 E 4Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-hp-15s-eq1003nk-amd-3020-e-4go-256go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/2/6/262c4ea.jpg,"Écran 15.6"" HD - Processeur: AMD 3020e ( 1.2 GHz up to 2.6 GHz Turbo max , L2: 1Mo / L3: 4 Mo de mémoire cache, Dual-Core) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 4 Go DDR4-2400 - Disque dur: 256 Go SSD - Carte graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB type-C, 2x USB Type-A, 1x HDMI 1.4b, 1 prise combinée casque/microphone - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",262C4EA,,,"649,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15ADA05 AMD Athlon 4Go 1To - Rouge,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15ada05-amd-athlon-4go-1to-rouge.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81w101g4fg_6.jpg,"Ecran 15.6"" Full HD - Processeur: AMD Athlon Silver 3050U ( 2,3 GHz up to 3.2 GHz Turbo max , L2: 1 Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 4Go DDR4 2400 - Disque Dur: 1To HDD - Carte Graphique: AMD Radeon Graphics avec Wifi - Bluetooth 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Rouge - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",81W101G4FG,,,"649,000 DT",En stock
PC Portable ASUS X543MA Celeron N4020 8Go 1To - Gris,https://www.mytek.tn/pc-portable-asus-x543ma-celeron-n4020-8go-1to-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/x/5/x543ma-gq1393w-1.jpg,"Écran 15.6"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2,80 GHz, 4Mo Mémoire cache, Dual-Core ) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 8Go - Disque Dur: 1 To HDD - Carte Graphique: Intel HD Graphics, avec WiFi, Bluetooth, 1x USB 3.1, 2x USB 2.0 , HDMI ,Webcam avec Micro - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",X543MA-GQ1393W,,,"659,000 DT",En stock
PC Portable HP 15-Dw1001nk N4020 4Go 1To - Gris,https://www.mytek.tn/pc-portable-hp-15-dw1001nk-n4020-4g-1to-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/2/7/27z73ea_1.jpg,"Écran 15.6"" HD LED - Processeur: Intel Celeron N4020 ( 1,10 GHz up to 2.80 GHz , 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Windows 10 Famille - Mémoire: 4 Go DDR4- 2400 - Disque dur: 1 To HDD - Carte graphique: Intel UHD 600, avec Wi-Fi, Bluetooth, 1xUSB Type-C, ​​2xUSB Type-A, 1xHDMI 1.4b, 1xRJ-45, 1xcombo casque/micro - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",27Z73EA,,,"669,000 DT",En stock
PC Portable ASUS E510MA Intel Celeron N4020 4Go 128 Go eMMC- Blanc,https://www.mytek.tn/pc-portable-asus-e510ma-intel-celeron-n4020-4g-128-go-emmc-blanc.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-e510ma-br849w.jpg,"Écran 15.6"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth,1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm - Clavier Chiclet - Couleur: Blanc - Garantie: 1 an + Sac À Dos Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-E510MA-BR849W,,,"679,000 DT",Epuisé
PC Portable ASUS E510MA Intel Celeron N4020 4Go 128 Go eMMC- Blanc,https://www.mytek.tn/pc-portable-asus-e510ma-intel-celeron-n4020-4go-128-go-emmc-blanc-e510ma-br849w.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/5/e510ma-br849w-19.jpg,"Écran 15.6"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth,1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm - Clavier Chiclet - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E510MA-BR849W,,,"679,000 DT",Epuisé
PC Portable LENOVO V15 IGL Intel Celeron N4020 8Go 256Go SSD - Gris,https://www.mytek.tn/pc-portable-lenovo-v15-igl-intel-celeron-n4020-8g-256go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/2/82c3008dfe.jpg,"Écran 15.6"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz , 4Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque Dur: 256 Go SSD - Carte Graphique: Intel UHD Graphics 600 avec WiFi, Bluetooth,1x USB 2.0, 2x USB 3.1 Gen 1, 1x HDMI 1.4b,  1x prise combo casque/micro (3,5 mm) et lecteur de carte, - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",82C3008DFE,,,"679,000 DT",En stock
PC Portable ASUS E510MA Intel Celeron N4020 4Go 128 Go eMMC- Bleu,https://www.mytek.tn/pc-portable-asus-e510ma-intel-celeron-n4020-4go-128-go-emmc-bleu-e510ma-br633w.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/5/e510ma-br633w-20.jpg,"Écran 15.6"" HD - Processeur: Intel Celeron N4020 (1,10 GHz up to 2.80 GHz, 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: Windows 11 - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 G o eMMC - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth,1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm - Clavier Chiclet - Couleur: Bleu - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",E510MA-BR633W,,,"679,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15ADA05 AMD Athlon 8Go 1To - Rouge,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15ada05-amd-athlon-8go-1to-rouge.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81w101g4fg-8g_-30.jpg,"Ecran 15.6"" Full HD - Processeur: AMD Athlon Silver 3050U ( 2,3 GHz up to 3.2 GHz Turbo max , L2: 1 Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8Go DDR4 2400 - Disque Dur: 1To HDD - Carte Graphique: AMD Radeon Graphics avec Wifi - Bluetooth 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Rouge - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",81W101G4FG-8G,,,"685,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15ADA05 AMD Athlon 8Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15ada05-amd-athlon-8go-1to-gris-81w101g3fg-8g.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81w101g3fg-8g.jpg,"Ecran 15.6"" Full HD - Processeur: AMD Athlon Silver 3050U ( 2,3 GHz up to 3.2 GHz Turbo max , L2: 1 Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8Go DDR4 2400 - Disque Dur: 1To HDD - Carte Graphique: AMD Radeon Graphics avec Wifi - Bluetooth 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",81W101G3FG-8G,,,"685,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15ADA05 AMD Athlon 8Go 1To - Noir,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15ada05-amd-athlon-8go-1to-noir-81w101g5fg-8g.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81w101g5fg-8g.jpg,"Ecran 15.6"" Full HD - Processeur: AMD Athlon Silver 3050U ( 2,3 GHz up to 3.2 GHz Turbo max , L2: 1 Mo / L3: 4 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8Go DDR4 2400 - Disque Dur: 1To HDD - Carte Graphique: AMD Radeon Graphics avec Wifi - Bluetooth 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/micro (3,5 mm) et lecteur de carte - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",81W101G5FG-8G,,,"685,000 DT",En stock
