name,link,image,description,reference,price_tunisianet,availability_tunisianet,price_mytek,availability_mytek
PC Portable ASUS ExpertBook B1 B1400 i5 11è Gén 24Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-asus-expertbook-b1-b1400-i5-11e-gen-24go-256go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/1/b1400ceae-ek1060r-24g.jpg,"Écran 14'' FULL HD - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: Windows 10 Pro - Mémoire RAM: 24 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel Iris Xᵉ avec WiFi, Bluetooth, 1x Thunderbolt™ 4 (prend en charge l'affichage/l'alimentation), 1x USB Type-C 3.2 Gen 1, 2x USB Type-A 3.2 Gen 2, 1x USB Type-A 2.0, 1x HDMI 1.4, 1x RJ-45, 1x VGA (D-Sub) et Lecteur de carte Micro SD - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",B1400CEAE-EK1060R-24G,,,"2 245,000 DT",Epuisé
PC Portable LENOVO ThinkBook 15 G2 ITL i5 11è Gén 8Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-8go-1to-gris-20ve00dwfe.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/2/0/20ve00dwfe-5.jpg,"Ecran 15.6"" Full HD IPS - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDOS - Mémoire: 8 Go - Disque dur: 1 To HDD - Carte graphique: NVIDIA GeForce MX450 ( 2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2 (prise en charge du transfert de données, Power Delivery 3.0 et DisplayPort 1.4), 1x Thunderbolt 4, 1x HDMI 1.4b, 1x RJ-45, 1x lecteur de carte, 1x prise combo casque/micro (3,5 mm) - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",20VE00DWFE,,,"2 245,000 DT",En stock
Pc Portable HP 15s-eq2000nk AMD RYZEN 7 32Go 512Go SSD - Silver,https://www.mytek.tn/pc-portable-hp-15s-eq2000nk-amd-ryzen-7-32go-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/4/5/455z7ea-32g.jpg,"Écran 15.6"" FULL HD - Processeur: AMD Ryzen™ 7 5700U ( 1.8 GHz up to 4.3 GHz Turbo max , 8 Mo de mémoire cache, Octa-Core ) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 32 Go DDR4-3200 MHz - Disque dur: 512 Go SSD - Carte graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1 AC smart pin, 1 combo casque/micro - Couleur: Silver - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",455Z7EA-32G,,,"2 249,000 DT",En stock
PC Portable ASUS X515EP i5 11è Gén 24Go 1To + 256Go SSD - Silver,https://www.mytek.tn/pc-portable-asus-x515ep-i5-11e-gen-24go-1to-256go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/x/5/x515ep-bq552w-24g.jpg,"Écran 15.6"" Full HD, IPS - Processeur: Intel Core i5-1135G7 ( 2.40 GHz Up to 4.20 GHz Turbo max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go - Disque Dur: 1To + 256 Go SSD - Carte Graphique: NVIDIA GeForce MX330 ( 2 Go de mémoire dédiée GDDR5 ) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, combo audio jack de 3,5 mm, 1x entrée alimentation - Clavier Chiclet - Couleur: Silver - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",X515EP-BQ552W-24G,,,"2 249,000 DT",En stock
PC Portable ASUS X515EP i5 11è Gén 24Go 1To + 256Go SSD - Silver,https://www.mytek.tn/pc-portable-asus-x515ep-i5-11e-gen-24g-1to-256go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-x515ep-bq552w-24g.jpg,"Écran 15.6"" Full HD, IPS - Processeur: Intel Core i5-1135G7 ( 2.40 GHz Up to 4.20 GHz Turbo max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go - Disque Dur: 1To + 256 Go SSD - Carte Graphique: NVIDIA GeForce MX330 ( 2 Go de mémoire dédiée GDDR5 ) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, combo audio jack de 3,5 mm, 1x entrée alimentation - Clavier Chiclet - Couleur: Silver - Garantie: 2 ans + Sacoche & Souris Sans Fil Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-X515EP-BQ552W-24G,,,"2 249,000 DT",En stock
Pc Portable DELL Vostro 3510 i5 11è Gén 24Go 512Go SSD - Noir,https://www.mytek.tn/pc-portable-dell-vostro-3510-i5-11e-gen-24go-512go-ssd-noir-3510-i5-24g.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/3/5/3510-i5-24g.jpg,"Écran 15.6"" FULL HD - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go DDR4 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce MX 350 ( 2 Go de mémoire dédiée GDDR5 ) avec WiFi, Bluetooth,1x USB 3.2 Gen 1, 1xUSB-C 3.2 Gen 1, 1xUSB 2.0, 1x HDMI 1.4, 1x RJ45,1xprise jack audio - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",3510-I5-24G,,,"2 255,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IIL05 i7 10è Gén 12Go 512Go SSD - Bleu,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-12go-512go-ssd-bleu.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81we01dhfe-12g.jpg,"Écran 15.6"" FULL HD - Processeur: Intel Core i7-1065G7 ( 1,30 GHz up to 3,90 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go DDR4-2666 - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce MX330 ( 2 Go de mémoire dédiée GDDR5 ) avec Wi-Fi, Bluetooth,1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",81WE01DHFE-12G,,,"2 255,000 DT",En stock
PC Portable LENOVO IdeaPad 3 15IIL05 i7 10è Gén 12Go 512Go SSD,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-12go-512go-ssd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/8/1/81we01dgfe-12g.jpg,"Écran 15.6"" Full HD - Processeur: Intel Core i7-1065G7 ( 1,30 GHz up to 3,90 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go DDR4-2666 - Disque Dur: 512Go SSD - Carte Graphique: NVIDIA GeForce MX330 ( 2 Go de mémoire dédiée GDDR5)  avec Wi-Fi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), et lecteur de carte - Couleur: Gris - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",81WE01DGFE-12G,,,"2 255,000 DT",En stock
PC Portable ASUS X515EP i5 11è Gén 24Go 512Go SSD - Gris,https://www.mytek.tn/pc-portable-asus-x515ep-i5-11e-gen-24g-512g-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-x515ep-bq358w-24g.jpg,"Écran 15.6"" Full HD, IPS - Processeur: Intel Core i5-1135G7 ( 2.40 GHz Up to 4.20 GHz Turbo max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce MX330 ( 2 Go de mémoire dédiée GDDR5 ) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1x HDMI 1.4, combo audio jack de 3,5 mm - Clavier chiclet avec touche numérique - Couleur: Gris - Garantie: 1 an + Sacoche & Souris Sans Fil Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-X515EP-BQ358W-24G,,,"2 255,000 DT",En stock
PC Portable ASUS X515EP i5 11è Gén 24Go 512Go SSD - Gris,https://www.mytek.tn/pc-portable-asus-x515ep-i5-11e-gen-24go-512go-ssd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/x/5/x515ep-bq358w-24g.jpg,"Écran 15.6"" Full HD, IPS - Processeur: Intel Core i5-1135G7 ( 2.40 GHz Up to 4.20 GHz Turbo max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce MX330 ( 2 Go de mémoire dédiée GDDR5 ) avec WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1x HDMI 1.4, combo audio jack de 3,5 mm - Clavier chiclet avec touche numérique - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",X515EP-BQ358W-24G,,,"2 255,000 DT",En stock
PC Portable ASUS ExpertBook B1500 i5 11è Gén 16Go 512Go SSD - Noir,https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-16go-512go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/1/b1500ceae-bq2850-16g_-5.jpg,"Écran 15.6'' FULL HD - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo Max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: Intel HD Graphics avec WiFi, Bluetooth,1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45 et lecteur de cartes Micro SD - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",B1500CEAE-BQ2850-16G,,,"2 259,000 DT",En stock
PC Portable ASUS ExpertBook B1500 i5 11è Gén 24Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-24go-256go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/1/b1500ceae-bq2851-a_3.jpg,"Écran 15.6'' FULL HD, IPS - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo Max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD Graphics avec WiFi, Bluetooth,1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45 et lecteur de cartes Micro SD - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",B1500CEAE-BQ2851-24G,,,"2 265,000 DT",En stock
Pc Portable HP ProBook 450 G8 i5 11è Gén 16Go 256 Go SSD,https://www.mytek.tn/pc-portable-hp-probook-450-g8-i5-11e-gen-16go-256-go-ssd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/3/2/32m78ea_3_1.jpg,"Ecran 15.6"" HD - Processeur: Intel Core™ i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD Graphics avec WiFi, Bluetooth, 1x USB Type-C (DisplayPort™), 3x USB Type-A, 1x HDMI 1.4b, 1x RJ-45 - Clavier Complet avec pavé numérique et étanche - Couleur: Silver - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",32M78EA-16G,,,"2 269,000 DT",Epuisé
PC Portable DELL Latitude 3520 i3 11è Gén 12Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-dell-latitude-3520-i3-11e-gen-12go-256go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/3/5/3520-i3-12g.jpg,"Écran 15.6"" HD - Processeur: Intel Core i3-1115G4 ( Up to 4,10 GHz Turbo max , 6 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go - Disque dur: 256 Go SSD - Carte graphique: Intel HD Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C™ 3.2 Gen 2, 2x USB Type-A 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45 - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",3520-I3-12G,,,"2 269,000 DT",En stock
PC Portable DELL Latitude 3420 i5 11è Gén 16Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-dell-latitude-3420-i5-11e-gen-16go-256go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/3/4/3420-i5-1y-16g.jpg,"Écran 14"" Full HD - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque dur: 256 Go SSD - Carte graphique: Intel® Iris® Xᵉ Graphics avec Wi-Fi, Bluetooth, 1xUSB 2.0, 2xUSB-A 3.2 Gen 1, 1xUSB-C™ 3.2 Gen 2, 1xHDMI 1.4, 1xRJ-45, Prise jack audio et lecteur de carte uSD 3.0 - Couleur : Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",3420-I5-1Y-16G,,,"2 269,000 DT",Sur commande 48h
Pc Portable DELL Vostro 3510 i7 11è Gén 16Go 1To - Noir,https://www.mytek.tn/pc-portable-dell-vostro-3510-i7-11e-gen-16go-1to-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/v/3/v3510-i7_2.jpg,"Écran 15.6"" Full HD - Processeur: Intel Core i7-1165G7 ( 2.80 GHz up to 4,70 GHz Turbo max , 12 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque dur: 1To HDD - Carte graphique: NVIDIA GeForce MX 350 ( 2 Go de mémoire dédiée GDDR5 ) avec WiFi, Bluetooth,1x USB 3.2 Gen 1, 1xUSB-C 3.2 Gen 1, 1xUSB 2.0, 1x HDMI 1.4, 1x RJ45,1xprise jack audio - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",V3510-I7-16G,,,"2 273,000 DT",En stock
PC Portable ASUS Vivobook S15 AMD Ryzen 5 8Go 512Go SSD - Gris,https://www.mytek.tn/pc-portable-asus-vivobook-s15-amd-ryzen-5-8go-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/m/3/m3502qa-ma048w.jpg,"Écran 15.6"" OLED, 120Hz - Processeur: AMD Ryzen 5-5600H ( 3.3 GHz up to 4.2 GHz Turbo max , 16 Mo de mémoire cache, Hexa-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD -Carte Graphique: AMD Radeon Graphics avec WiFi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.1 TMDS, 1x prise audio combo 3,5 mm - Clavier Chiclet avec touche numérique - Couleur: Gris - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",M3502QA-MA048W,,,"2 289,000 DT",En stock
PC Portable ASUS Vivobook S 15 OLED AMD RYZEN 5 8Go 512Go SSD - Noir,https://www.mytek.tn/pc-portable-asus-vivobook-s-15-oled-amd-ryzen-5-8go-512go-ssd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/m/3/m3502qa-ma013w.jpg,"Écran 15.6"" OLED, 120Hz - Processeur: AMD Ryzen™ 5 5600H ( 3.3 GHz up to 4.2 GHz Turbo max , L2: 3Mo / L3: 16 Mo de mémoire cache, Hexa-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeon™ Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.1 TMDS, 1x prise audio combo 3,5 mm - Clavier Chiclet avec touche numérique - Couleur: Noir - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",M3502QA-MA013W,,,"2 289,000 DT",En stock
PC Portable ASUS Vivobook S 15 OLED AMD RYZEN 5 8Go 512Go SSD - Vert,https://www.mytek.tn/pc-portable-asus-vivobook-s-15-oled-amd-ryzen-5-8go-512go-ssd-vert.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/m/3/m3502qa-ma098w.jpg,"Écran 15.6"" OLED, 120Hz - Processeur: AMD Ryzen™ 5 5600H ( 3.3 GHz up to 4.2 GHz Turbo max , L2: 3Mo / L3: 16 Mo de mémoire cache, Hexa-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeon™ Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.1 TMDS, 1x prise audio combo 3,5 mm - Clavier Chiclet avec touche numérique - Couleur: Vert - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",M3502QA-MA098W,,,"2 289,000 DT",En stock
PC Portable LENOVO ThinkBook 15 G2 ITL i5 11è Gén 12Go 1To - Gris,https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-12go-1to-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/2/0/20ve00dwfe-12g.jpg,"Ecran 15.6"" Full HD IPS - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDOS - Mémoire: 12 Go - Disque dur: 1 To HDD - Carte graphique: NVIDIA GeForce MX450 ( 2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2 (prise en charge du transfert de données, Power Delivery 3.0 et DisplayPort 1.4), 1x Thunderbolt 4, 1x HDMI 1.4b, 1x RJ-45, 1x lecteur de carte, 1x prise combo casque/micro (3,5 mm) - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",20VE00DWFE-12G,,,"2 299,000 DT",En stock
Pc Portable HUAWEI MateBook D14 i5 11è Gén 8Go 256Go SSD - Gris,https://www.mytek.tn/pc-portable-huawei-matebook-d14-i5-11e-gen-8go-256go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/n/o/nobeld-wdh9d-1.jpg,"Écran 14"" FULL HD IPS - Processeur: Intel Core i5-1135G7 ( 2,40 GHz up to 4.20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 256 Go SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec WiFi, Bluetooth, 1x USB 3.2 Gen 1, 1x USB-A 2.0, 1x USB-C, 1x HDMI, Prise casque et microphone 2-en-1 de 3,5 mm - Bouton marche/arrêt à empreinte digitale - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",NOBELD-WDH9D,,,"2 299,000 DT",En stock
Pc Portable HUAWEI MateBook D14 i5 11è Gén 8Go 256Go SSD - Gris,https://www.mytek.tn/pc-portable-huawei-matebook-d14-i5-11e-gen-8g-256go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/u/bu-nobeld-wdh9d_1.jpg,"Écran 14"" FULL HD IPS - Processeur: Intel Core i5-1135G7 ( 2,40 GHz up to 4.20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 256 Go SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec WiFi, Bluetooth, 1x USB 3.2 Gen 1, 1x USB-A 2.0, 1x USB-C, 1x HDMI, Prise casque et microphone 2-en-1 de 3,5 mm - Bouton marche/arrêt à empreinte digitale - Couleur: Gris - Garantie: 1 an + AntiVirus BITDEFENDER Internet Security +  Souris HUAWEI Bluetooth Sans Fil Retrait en Magasin ou Livraison Gratuite pour Cet Article",BU-NOBELD-WDH9D,,,"2 299,000 DT",En stock
PC Portable ASUS ExpertBook B1500 i5 11è Gén 40Go 1To,https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-40go-1to.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/b/1/b1500ceae-bq2848-40g-50.jpg,"Écran 15.6'' FULL HD - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo Max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 40 Go DDR4 - Disque Dur: 1 To - Carte Graphique: Intel HD Graphics avec WiFi, Bluetooth,1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45 et lecteur de cartes Micro SD - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",B1500CEAE-BQ2848-40G,,,"2 299,000 DT",En stock
PC Portable DELL Latitude 3520 i3 11è Gén 16Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-dell-latitude-3520-i3-11e-gen-16go-256go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/3/5/3520-i3-16g.jpg,"Écran 15.6"" HD - Processeur: Intel Core i3-1115G4 ( Up to 4,10 GHz Turbo max , 6 Mo de mémoire cache, Dual-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque dur: 256 Go SSD - Carte graphique: Intel HD Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C™ 3.2 Gen 2, 2x USB Type-A 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45 - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",3520-I3-16G,,,"2 309,000 DT",En stock
PC Portable DELL Latitude 3420 i5 11è Gén 20Go 256Go SSD - Noir,https://www.mytek.tn/pc-portable-dell-latitude-3420-i5-11e-gen-20go-256go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/3/4/3420-i5-1y-20g.jpg,"Écran 14"" Full HD - Processeur: Intel Core i5-1135G7 ( 2.40 GHz up to 4,20 GHz Turbo max , 8 Mo de mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 20 Go - Disque dur: 256 Go SSD - Carte graphique: Intel® Iris® Xᵉ Graphics avec Wi-Fi, Bluetooth,1xUSB 2.0, 2xUSB-A 3.2 Gen 1, 1xUSB-C™ 3.2 Gen 2, 1xHDMI 1.4, 1xRJ-45, Prise jack audio et lecteur de carte uSD 3.0 - Couleur : Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet Article",3420-I5-1Y-20G,,,"2 319,000 DT",Sur commande 48h
PC Portable ASUS X515 JP i7 10è Gén 8Go 512Go SSD - Gris,https://www.mytek.tn/pc-portable-asus-x515-jp-i7-10e-gen-8go-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/x/5/x515jp-ej396w-20.jpg,"Écran 15.6"" HD - Processeur: Intel Core i7-1065G7 ( 1.30 GHz up to 3.90 Turbo max , 8 Mo Mémoire cache, Quad-Core ) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 8 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: NVIDIA GeForce MX330 ( 2 Go de mémoire dédiée GDDR5 ) avec WiFi, Bluetooth 4.1, 1x USB 3.2 Gen 1 Type-C, 1x USB 3.2 Gen 1 Type-A, 2x USB 2.0 Type-A, 1x HDMI 1.4 - Clavier Chiclet avec touche numérique - Couleur: Gris - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",X515JP-EJ396W,,,"2 325,000 DT",En stock
