name,link,image,description,reference,price_tunisianet,availability_tunisianet
Pc Portable Dell Latitude 3520 / i7 11è Gén / 8 Go / 256 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/58370-pc-portable-dell-latitude-3520-i7-11e-gen-8-go-256-go-ssd.html,https://www.tunisianet.com.tn/264695-home/pc-portable-dell-latitude-3520-i7-11e-gen-8-go-256-go-ssd.jpg,"Ecran 15.6"" LED FHD - Processeur Intel Core i7-1165G7, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque 256 Go SSD M.2 NVME - Carte graphique Intel Iris Xe - Lecteur de cartes - USB 3.1 Type-C - USB 3.1 - HDMI - Wifi - Bluetooth 5.1 - Garantie 1 an",3520I7,"2 575,000 DT",En stock
PC Portable Asus ExpertBook B1 B1500CEP / i5 11è Gén / 8 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/60700-pc-portable-asus-expertbook-b1-b1500cep-i5-11e-gen-8-go-noir.html,https://www.tunisianet.com.tn/281287-home/pc-portable-asus-expertbook-b1-b1500cep-i5-11e-gen-8-go-noir.jpg,"Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce MX330, 2 Go de mémoire dédiée - Lecteur de cartes - Wifi  - Bluetooth - RJ45 - USB-C - HDMI 1.4 - Webcam avec Micro - Garantie 2 ans",B1500CEP-EJ1201-2Y,"2 579,000 DT",En stock
Pc portable Asus  F571LH / i7 10è Gén / 8 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/54548-pc-portable-asus-f571lh-i7-10e-gen-8-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/236738-home/pc-portable-asus-f571lh-i7-10e-gen-8-go-gtx-1650-4g.jpg,"Ecran 15.6"" Full HD - Processeur Intel Core i7-10870H, up to 5 Ghz, 16 Mo de cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire GDDR5 dédiée - Clavier rétroéclairé - Wifi - Bluetooth - USB 3.1 Type C - HDMI - RJ45 - Lecteur de cartes - Windows 10 - Garantie 1 an",F571LH-BQ444T,"2 579,000 DT",En stock
Pc portable Asus ExpertBook B1 B1500 / i5 11è Gén / 8 Go / MX330 2G / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/55255-pc-portable-asus-expertbook-b1-b1500-i5-11e-gen-8-go-mx330-2g-noir.html,https://www.tunisianet.com.tn/241718-home/pc-portable-asus-expertbook-b1-b1500-i5-11e-gen-8-go-mx330-2g-noir.jpg,"Ecran 15.6"" Full HD LCD IPS - Processeur Intel Core i5-1135G7, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque SSD 512 Go - Carte graphique Nvidea Geforce MX330, 2 Go de mémoire dédiée - Lecteur d'empreintes digitales - Lecteur de cartes - Wifi 6 - Bluetooth 5.2 - RJ45 - USB-C - Thunderbolt 4 - USB 3.2 - USB 2.0 - HDMI 1.4 - VGA - Webcam avec Micro - Couleur Noir - Garantie 2 ans",B1500CEP-BQ0622-2Y,"2 585,000 DT",En stock
Pc Portable Dell Vostro 15 3510 / i7 11è Gén / 16 Go / MX350 2G,https://www.tunisianet.com.tn/pc-portable-tunisie/55360-pc-portable-dell-vostro-15-3510-i7-11e-gen-16-go-mx350-2g.html,https://www.tunisianet.com.tn/242455-home/pc-portable-dell-vostro-15-3510-i7-11e-gen-16-go-mx350-2g.jpg,"Ecran 15.6"" Full HD LED - Processeur Intel Core i7-1165G7, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque SSD 256 Go + 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire dédiée - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Garantie 1 an",735935-3510,"2 589,000 DT",En stock
Pc portable MSI Gaming GF63 Thin 11SC / i5 11è Gén / 8 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/54619-pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-8-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/237196-home/pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-8-go-gtx-1650-4g.jpg,"Ecran 15.6"" Full HD IPS 144 Hz - Processeur Intel Core i5-11400H, up to 4.5 Ghz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire dédiée - Clavier rétroéclairé Rouge - Wifi 6 - Bluetooth 5.2 - USB 3.2 Type-C - USB 3.2 - HDMI - RJ45 - Webcam HD - Garantie 2 ans",GF63TH11SC-613X-2Y,"2 589,000 DT",En stock
Pc Portable Dell Latitude 5420 / i5 11è Gén / 16 Go / 256 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/55806-pc-portable-dell-latitude-5420-i5-11e-gen-16-go-256-go-ssd.html,https://www.tunisianet.com.tn/245303-home/pc-portable-dell-latitude-5420-i5-11e-gen-16-go-256-go-ssd.jpg,"Ecran 14"" FHD - Processeur Intel Core i5-1135G7, up to 4.2 GHz, 8 Mo de mémoire cache - Mémoire 16 Go - Disque 256 Go SSD - Carte graphique Intel Iris Xe - USB 3.2 type C - USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6 - Bluetooth 5.2 - Garantie 1 an",615770-5420-16,"2 598,000 DT",En stock
Pc portable HP Victus 15-fb0020nk / Ryzen 5 5600H / 16 Go / RTX 3050 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/60160-pc-portable-hp-victus-15-fb0020nk-ryzen-5-5600h-16-go-rtx-3050-4g.html,https://www.tunisianet.com.tn/277970-home/pc-portable-hp-victus-15-fb0020nk-ryzen-5-5600h-16-go-rtx-3050-4g.jpg,"Écran 15.6 "" Full HD IPS - Processeur AMD Ryzen 5 5600H , up to 4.2 Ghz, 16 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD M.2 - Carte graphique Nvidia GeForce RTX 3050 , 4 Go de mémoire dédiée - Wifi 6 - Bluetooth 5.2 - Clavier rétroéclairé - SuperSpeed USB Type-C - SuperSpeed USB Type-A - HDMI 2.1 - RJ45 - Lecteur de cartes - Caméra HP Wide Vision HD 720p - Windows 11 - Garantie 1 an",6U8W2EA-16,"2 599,000 DT",En stock
PC Portable Lenovo IdeaPad Gaming 3 15ACH6 / Ryzen 5 5600H / 8 Go / RTX 3050 Ti 4GB / Noir,https://www.tunisianet.com.tn/pc-portable-gamer/61436-pc-portable-lenovo-ideapad-gaming-3-15ach6-ryzen-5-5600h-8-go-rtx-3050-ti-4gb-noir.html,https://www.tunisianet.com.tn/285131-home/pc-portable-lenovo-ideapad-gaming-3-15ach6-ryzen-5-5600h-8-go-rtx-3050-ti-4gb-noir.jpg,"Ecran 15.6"" IPS Full HD 120 Hz - Processeur AMD Ryzen 5 5600H, up to 4.2 GHz, 16 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD M.2 NVMe - Carte graphique NVIDIA GeForce 3050 Ti, 4 Go de mémoire dédiée GDDR6 - Wi-Fi 6 - Bluetooth 5.0 - Clavier Retroéclairé - 2x USB 3.2 - USB-C 3.2 - HDMI 2.0 - RJ-45 - Windows 11 - Couleur Noir - Garantie 2 ans",82K2021XFG-2Y,"2 599,000 DT",En stock
PC Portable HP 14s-DQ5000NK / i7-1255U / 16 Go / Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/61396-pc-portable-hp-14s-dq5000nk-i7-1255u-16-go-silver.html,https://www.tunisianet.com.tn/284910-home/pc-portable-hp-14s-dq5000nk-i7-1255u-16-go-silver.jpg,"Ecran 14"" Full HD - Processeur Intel Core i7-1255U, 12è Génération, up to 4.7 Ghz, 12 Mo de cache - 16 Go de mémoire - Disque SSD 512 Go M.2 NVMe - Intel Iris Xe Graphics - Wifi - Bluetooth - USB Type C - USB Type-A - HDMI - Lecteur de cartes - Webcam HP avec micro intégré - Windows 11 - Couleur Silver - Garantie 1 an",6D861EA-16,"2 599,000 DT",En stock
PC Portable Asus ExpertBook B1 B1500CEA / i7 11è Gén / 8 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/56266-pc-portable-asus-expertbook-b1-b1500cea-i7-11e-gen-8-go-noir.html,https://www.tunisianet.com.tn/249190-home/pc-portable-asus-expertbook-b1-b1500cea-i7-11e-gen-8-go-noir.jpg,"Ecran 15.6"" HD - Processeur Intel Core i7-1165G7, up to 4.7 Ghz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque SSD 512 Go - Intel Iris Xe Graphics - Lecteur de cartes - Wifi 6 - Bluetooth 5.2 - RJ45 - USB-C - Thunderbolt 4 - USB 3.2 - USB 2.0 - HDMI 1.4 - VGA - Webcam avec Micro - Couleur Noir - Garantie 2 ans",B1500CEA-BQ2847-2Y,"2 599,000 DT",En stock
PC Portable Asus ExpertBook B1 B1500CEP / i5 11è Gén / 12 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/60788-pc-portable-asus-expertbook-b1-b1500cep-i5-11e-gen-12-go-noir.html,https://www.tunisianet.com.tn/281976-home/pc-portable-asus-expertbook-b1-b1500cep-i5-11e-gen-12-go-noir.jpg,"Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 12 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce MX330, 2 Go de mémoire dédiée - Lecteur de cartes - Wifi  - Bluetooth - RJ45 - USB-C - HDMI 1.4 - Webcam avec Micro - Garantie 2 ans",B1500CEP-EJ1201-12,"2 615,000 DT",En stock
Pc portable Asus  F571LH / i7 10è Gén / 12 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/54578-pc-portable-asus-f571lh-i7-10e-gen-12-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/236977-home/pc-portable-asus-f571lh-i7-10e-gen-12-go-gtx-1650-4g.jpg,"Ecran 15.6"" Full HD - Processeur Intel Core i7-10870H, up to 5 Ghz, 16 Mo de cache - Mémoire 12 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire GDDR5 dédiée - Clavier rétroéclairé - Wifi - Bluetooth - USB 3.1 Type C - HDMI - RJ45 - Lecteur de cartes - Windows 10 - Garantie 1 an",F571LH-BQ444T-12,"2 618,000 DT",En stock
Pc Portable Dell Latitude 3520 / i7 11è Gén / 12 Go / 256 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/58371-pc-portable-dell-latitude-3520-i7-11e-gen-12-go-256-go-ssd.html,https://www.tunisianet.com.tn/264703-home/pc-portable-dell-latitude-3520-i7-11e-gen-12-go-256-go-ssd.jpg,"Ecran 15.6"" LED FHD - Processeur Intel Core i7-1165G7, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire 12 Go - Disque 256 Go SSD M.2 NVME - Carte graphique Intel Iris Xe - Lecteur de cartes - USB 3.1 Type-C - USB 3.1 - HDMI - Wifi - Bluetooth 5.1 - Garantie 1 an",3520I7-12,"2 620,000 DT",En stock
PC Portable Lenovo IdeaPad Gaming 3 15IHU6 / i5-11320H / 32 Go / GTX 1650 4GB / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/60758-pc-portable-lenovo-ideapad-gaming-3-15ihu6-i5-11320h-32-go-gtx-1650-4gb-noir.html,https://www.tunisianet.com.tn/281722-home/pc-portable-lenovo-ideapad-gaming-3-15ihu6-i5-11320h-32-go-gtx-1650-4gb-noir.jpg,"Écran 15.6"" IPS Full HD 120Hz - Processeur Intel Core i5-11320H , up to 4.5 Ghz, 8 Mo de cache - Mémoire 32 Go - Disque SSD 512 Go M.2 NVMe - Carte graphique Nvidia GTX 1650, 4 Go de mémoire GDDR6 dédiée - Wifi 6 - Bluetooth 5.0 - 2x USB 3.2 - 1x USB-C 3.2 - HDMI 2.0 - RJ45  - Clavier Retroéclairé - Windows 11 - Couleur Noir - Garantie 2 ans",82K101HCFG-2Y-32,"2 625,000 DT",En stock
Pc portable MSI Gaming GF63 Thin 11SC / i5 11è Gén / 12 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/55106-pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-12-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/240646-home/pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-12-go-gtx-1650-4g.jpg,"Ecran 15.6"" Full HD IPS 144 Hz - Processeur Intel Core i5-11400H, up to 4.5 Ghz, 12 Mo de mémoire cache - Mémoire 12 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire dédiée - Clavier rétroéclairé Rouge - Wifi 6 - Bluetooth 5.2 - USB 3.2 Type-C - USB 3.2 - HDMI - RJ45 - Webcam HD - Garantie 2 ans",GF63TH11SC-613X-12,"2 628,000 DT",En stock
PC Portable Asus VivoBook X515EP / i7 11è Gén / 24 Go / MX330 2G / Gris,https://www.tunisianet.com.tn/pc-portable-tunisie/60997-pc-portable-asus-vivobook-x515ep-i7-11e-gen-24-go-mx330-2g-gris.html,https://www.tunisianet.com.tn/282806-home/pc-portable-asus-vivobook-x515ep-i7-11e-gen-24-go-mx330-2g-gris.jpg,"Ecran 15.6"" Full HD LED - Processeur Intel Core i7-1165G7 , up to 4.7 Ghz, 12 Mo de mémoire cache - Mémoire 24 Go - Disque SSD 512 Go - Carte graphique Nvidea Geforce MX330 , 2 Go de mémoire dédiée - Lecteur de cartes - Wifi - Bluetooth - 2x USB 2.0 - 1x USB3.1 - 1x USB 3.1 Type-C - HDMI - Webcam - Windows 11 - Couleur Gris - Garantie 2 ans",X515EP-BQ368W-24,"2 638,000 DT",En stock
Pc portable Asus VivoBook X515EP / i7 11è Gén / 24 Go / Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/59155-pc-portable-asus-vivobook-x515ep-i7-11e-gen-24-go-silver.html,https://www.tunisianet.com.tn/270583-home/pc-portable-asus-vivobook-x515ep-i7-11e-gen-24-go-silver.jpg,"Ecran 15.6"" Full HD - Processeur Intel Core i7-1165G7 , up to 4.7 Ghz, 12 Mo de mémoire cache - Mémoire 24 Go - Disque SSD 512 Go - Carte graphique Nvidea Geforce MX330 , 2 Go de mémoire dédiée - Lecteur de cartes - Wifi - Bluetooth - 2x USB 2.0 - 1x USB3.1 - 1x USB 3.1 Type-C - HDMI - Webcam - Windows 11 - Couleur Silver - Garantie 2 ans",X515E-BQ369W-2Y-24,"2 638,000 DT",En stock
Pc Portable Dell Vostro 15 3510 / i7 11è Gén / 32 Go / MX350 2G,https://www.tunisianet.com.tn/pc-portable-tunisie/55362-pc-portable-dell-vostro-15-3510-i7-11e-gen-32-go-mx350-2g.html,https://www.tunisianet.com.tn/242471-home/pc-portable-dell-vostro-15-3510-i7-11e-gen-32-go-mx350-2g.jpg,"Ecran 15.6"" Full HD LED - Processeur Intel Core i7-1165G7, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire 32 Go - Disque SSD 256 Go + 1 To - Carte graphique NVIDIA GeForce MX350, 2 Go de mémoire dédiée - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Garantie 1 an",735935-3510-32,"2 639,000 DT",En stock
PC Portable Asus ExpertBook B1 B1500 / i5 11è Gén / 16 Go / MX330 2G / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/55697-pc-portable-asus-expertbook-b1-b1500-i5-11e-gen-8-go-mx330-2g-noir.html,https://www.tunisianet.com.tn/244541-home/pc-portable-asus-expertbook-b1-b1500-i5-11e-gen-8-go-mx330-2g-noir.jpg,"Ecran 15.6"" Full HD LCD IPS - Processeur Intel Core i5-1135G7, up to 4.2 Ghz, 8 Mo de mémoire cache - Mémoire 16 Go - Disque SSD 512 Go - Carte graphique Nvidea Geforce MX330, 2 Go de mémoire dédiée - Lecteur d'empreintes digitales - Lecteur de cartes - Wifi 6 - Bluetooth 5.2 - RJ45 - USB-C - Thunderbolt 4 - USB 3.2 - USB 2.0 - HDMI 1.4 - VGA - Webcam avec Micro - Couleur Noir - Garantie 2 ans",B1500CEP-BQ0622-16,"2 651,000 DT",En stock
Pc portable HP Victus 15-fa0017nk  / i5-12500H / 24 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/60158-pc-portable-hp-victus-15-fa0017nk-i5-12500h-24-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/277954-home/pc-portable-hp-victus-15-fa0017nk-i5-12500h-24-go-gtx-1650-4g.jpg,"Écran 15.6 "" Full HD IPS- Processeur Intel Core i5-12500H , 12ème Génération, up to 4.5 Ghz, 18 Mo de mémoire cache - Mémoire 24 Go - Disque 512 Go SSD M.2 - Carte graphique Nvidia GeForce GTX 1650 , 4 Go de mémoire dédiée - Wifi 6 - Bluetooth 5.2 - Clavier rétroéclairé - SuperSpeed USB Type-C - SuperSpeed USB Type-A - HDMI 2.1 - RJ45 - Lecteur de cartes - Caméra HP Wide Vision HD 720p - Windows 11 - Garantie 1 an",6U8V4EA-24,"2 659,000 DT",En stock
Pc portable Asus  F571LH / i7 10è Gén / 16 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/54579-pc-portable-asus-f571lh-i7-10e-gen-16-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/236982-home/pc-portable-asus-f571lh-i7-10e-gen-16-go-gtx-1650-4g.jpg,"Ecran 15.6"" Full HD - Processeur Intel Core i7-10870H, up to 5 Ghz, 16 Mo de cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire GDDR5 dédiée - Clavier rétroéclairé - Wifi - Bluetooth - USB 3.1 Type C - HDMI - RJ45 - Lecteur de cartes - Windows 10 - Garantie 1 an",F571LH-BQ444T-16,"2 664,000 DT",En stock
Pc Portable Dell Latitude 3520 / i7 11è Gén / 16 Go / 256 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/58372-pc-portable-dell-latitude-3520-i7-11e-gen-16-go-256-go-ssd.html,https://www.tunisianet.com.tn/264711-home/pc-portable-dell-latitude-3520-i7-11e-gen-16-go-256-go-ssd.jpg,"Ecran 15.6"" LED FHD - Processeur Intel Core i7-1165G7, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 256 Go SSD M.2 NVME - Carte graphique Intel Iris Xe - Lecteur de cartes - USB 3.1 Type-C - USB 3.1 - HDMI - Wifi - Bluetooth 5.1 - Garantie 1 an",3520I7-16,"2 674,000 DT",En stock
Pc portable MSI Gaming GF63 Thin 11SC / i5 11è Gén / 16 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/55107-pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-16-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/240651-home/pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-16-go-gtx-1650-4g.jpg,"Ecran 15.6"" Full HD IPS 144 Hz - Processeur Intel Core i5-11400H, up to 4.5 Ghz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire dédiée - Clavier rétroéclairé Rouge - Wifi 6 - Bluetooth 5.2 - USB 3.2 Type-C - USB 3.2 - HDMI - RJ45 - Webcam HD - Garantie 2 ans",GF63TH11SC-613X-16,"2 674,000 DT",En stock
Pc portable Asus VivoBook X515EP / i7 11è Gén / 8 Go / 1 To + 256 Go SSD / Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/59156-pc-portable-asus-vivobook-x515ep-i7-11e-gen-8-go-1-to-256-go-ssd-silver.html,https://www.tunisianet.com.tn/270587-home/pc-portable-asus-vivobook-x515ep-i7-11e-gen-8-go-1-to-256-go-ssd-silver.jpg,"Ecran 15.6"" HD - Processeur Intel Core i7-1165G7 , up to 4.7 Ghz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque SSD 256 Go + 1 To - Carte graphique Nvidea Geforce MX330 , 2 Go de mémoire dédiée - Lecteur de cartes - Wifi - Bluetooth - 2x USB 2.0 - 1x USB3.1 - 1x USB 3.1 Type-C - HDMI - Webcam - Windows 11 - Couleur Silver - Garantie 2 ans",X515EP-BQ468W-2Y,"2 689,000 DT",En stock
Pc Portable Dell Vostro 15 3510 / i7 11è Gén / 32 Go / 512 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/54322-pc-portable-dell-vostro-15-3510-i7-11e-gen-32-go-512-go-ssd.html,https://www.tunisianet.com.tn/282853-home/pc-portable-dell-vostro-15-3510-i7-11e-gen-32-go-512-go-ssd.jpg,"Ecran 15.6"" FHD LED - Processeur Intel Core i7-1165G7, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire 32 Go - Disque SSD 512 Go - Carte graphique NVIDIA GeForce MX350 , 2 Go de mémoire dédiée - Lecteur de cartes - HDMI - RJ45 - Wifi - Bluetooth 5.0 - Garantie 1 an",671758-3510-32,"2 689,000 DT",En stock
PC portable Asus TUF FX505LH-HN004 / I5-10300H / 24 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/60376-pc-portable-asus-tuf-fx505lh-hn004-i5-10300h-24-go.html,https://www.tunisianet.com.tn/279534-home/pc-portable-asus-tuf-fx505lh-hn004-i5-10300h-24-go.jpg,"Ecran 15.6"" Full HD IPS 144Hz - Processeur Intel Core i5-10300H, up to 4.5 Ghz, 8 Mo de mémoire cache - Mémoire 24 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire Dédiée - Wifi - Bluetooth - USB 3.2 - USB 2.0 - 1x HDMI - Webcam avec Micro - Clavier rétroéclairé - Garantie 2 ans",FX505LH-HN004-24,"2 695,000 DT",En stock
Pc Portable Dell Latitude 5420 / i5 11è Gén / 24 Go / 256 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/55807-pc-portable-dell-latitude-5420-i5-11e-gen-24-go-256-go-ssd.html,https://www.tunisianet.com.tn/245311-home/pc-portable-dell-latitude-5420-i5-11e-gen-24-go-256-go-ssd.jpg,"Ecran 14"" FHD - Processeur Intel Core i5-1135G7, up to 4.2 GHz, 8 Mo de mémoire cache - Mémoire 24 Go - Disque 256 Go SSD - Carte graphique Intel Iris Xe - USB 3.2 type C - USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6 - Bluetooth 5.2 - Garantie 1 an",615770-5420-24,"2 698,000 DT",En stock
Pc portable Dell Gaming G15 5511 / i5 11è Gén / 8 Go / RTX 3050 4G / 512 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/53284-pc-portable-dell-gaming-g15-5511-i5-11e-gen-8-go-rtx-3050-4g-512-go-ssd.html,https://www.tunisianet.com.tn/278718-home/pc-portable-dell-gaming-g15-5511-i5-11e-gen-8-go-rtx-3050-4g-512-go-ssd.jpg,"Ecran 15.6"" FHD 120Hz - Processeur Intel Core i5-11400H, up to 4.5 Ghz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée - Clavier rétroéclairé - Wifi 6 - Bluetooth - RJ45 - 3x USB 3.2 - 1x USB-C 3.2 - HDMI - Port casque/micro - Webcam HD - Couleur Noir - Garantie 1 an",5511G15-I5,"2 699,000 DT",En stock
Pc portable MSI Gaming GF63 Thin 10SCSR / i5 10è Gén / 12 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/52007-pc-portable-msi-gaming-gf63-thin-10scsr-i5-10e-gen-12-go.html,https://www.tunisianet.com.tn/218975-home/pc-portable-msi-gaming-gf63-thin-10scsr-i5-10e-gen-12-go.jpg,"Ecran 15.6"" Full HD IPS 144 Hz - Processeur Intel Core i5-10500H, up to 4.5 Ghz, 12 Mo de mémoire cache - Mémoire 12 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire dédiée - Clavier rétroéclairé - Wifi - Bluetooth - 1x USB 3.2 Type-C - 3x USB 3.2 - HDMI - RJ45 - Webcam HD - Garantie 2 ans",GF63THIN-408X-12,"2 699,000 DT",En stock
Pc portable HP Victus 15-fb0019nk / Ryzen 7 5800H / 8 Go / GTX 1650 4G,https://www.tunisianet.com.tn/pc-portable-tunisie/58620-pc-portable-hp-victus-15-fb0019nk-ryzen-7-5800h-8-go-gtx-1650-4g.html,https://www.tunisianet.com.tn/266651-home/pc-portable-hp-victus-15-fb0019nk-ryzen-7-5800h-8-go-gtx-1650-4g.jpg,"Écran 15.6 "" Full HD IPS- Processeur AMD Ryzen 7 5800H , up to 4.4 Ghz, 16 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD M.2 - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire dédiée - Wifi 6 - Bluetooth 5.2 - Clavier rétroéclairé - SuperSpeed USB Type-C - SuperSpeed USB Type-A - HDMI 2.1 - RJ45 - Lecteur de cartes - Caméra HP Wide Vision HD 720p - Windows 11 - Garantie 1 an",6U8W1EA,"2 699,000 DT",En stock
PC Portable Lenovo IdeaPad Gaming 3 15ACH6 / Ryzen 5 5600H / 16 Go / RTX 3050 4GB / Noir + Souris Gaming Lenovo M100 Offerte,https://www.tunisianet.com.tn/pc-portable-gamer/59718-pc-portable-lenovo-ideapad-gaming-3-15ach6-ryzen-5-5600h-16-go-rtx-3050-4gb-noir-souris-gaming-lenovo-m100-offerte.html,https://www.tunisianet.com.tn/274566-home/pc-portable-lenovo-ideapad-gaming-3-15ach6-ryzen-5-5600h-16-go-rtx-3050-4gb-noir-souris-gaming-lenovo-m100-offerte.jpg,"Ecran 15.6"" IPS Full HD 120 Hz - Processeur AMD Ryzen 5 5600H, up to 4.2 GHz, 16 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique NVIDIA GeForce 3050, 4 Go de mémoire dédiée GDDR6 - Wi-Fi 6 - Bluetooth 5.0 - Clavier Retroéclairé - 2x USB 3.2 - USB-C 3.2 - HDMI 2.0 - RJ-45 - Windows 11 - Couleur Noir - Garantie 2 ans + Souris Gaming Lenovo M100 RGB Offerte",82K201D6FG-2Y,"2 699,000 DT",En stock
Pc portable MSI Gaming GF63 Thin 11SC / i5 11è Gén / 12 Go / GTX 1650 4G + Sac à dos MSI Essential G34,https://www.tunisianet.com.tn/pc-portable-tunisie/59523-pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-12-go-gtx-1650-4g-code-steam-d-une-valeur-de-50-sac-a-dos-msi-essential-g34.html,https://www.tunisianet.com.tn/274080-home/pc-portable-msi-gaming-gf63-thin-11sc-i5-11e-gen-12-go-gtx-1650-4g-code-steam-d-une-valeur-de-50-sac-a-dos-msi-essential-g34.jpg,"Ecran 15.6"" Full HD IPS 144 Hz - Processeur Intel Core i5-11400H, up to 4.5 Ghz, 12 Mo de mémoire cache - Mémoire 12 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire dédiée - Clavier rétroéclairé Rouge - Wifi 6 - Bluetooth 5.2 - USB 3.2 Type-C - USB 3.2 - HDMI - RJ45 - Webcam HD - Garantie 2 ans + Sac à dos MSI Essential G34 (G34-N1XXX20-808)",GF63-613X-2Y-12,"2 704,000 DT",En stock
